,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
549,IL,Cook,17031610400,0.9969,0.8927,0.9645,0.2523,2.0,95.1,0.0,0.0,"POLYGON ((-87.66992599999998 41.812197000000026, -87.66871399999997 41.812208000000055, -87.66750999999994 41.81221700000003, -87.66506399999997 41.81222200000008, -87.66497299999997 41.80860400000006, -87.66739499999994 41.80858200000006, -87.66982799999994 41.808557000000064, -87.66987799999998 41.81037800000007, -87.66988899999996 41.810782000000074, -87.66992599999998 41.812197000000026))"
550,IL,Cook,17031610800,0.6894,0.643,0.5273,0.217,0.0,23.9,3.0,0.0,"POLYGON ((-87.64124999999996 41.81625800000006, -87.63599599999998 41.81635000000006, -87.63583899999998 41.80904600000008, -87.64067899999998 41.80895200000003, -87.64072199999998 41.810782000000074, -87.64124999999996 41.81625800000006))"
551,IL,Cook,17031611200,0.9877,0.8772,0.9226,0.7651,14.9,76.0,0.6,0.0,"POLYGON ((-87.66497299999997 41.80860400000006, -87.66253399999994 41.80863700000003, -87.66044799999997 41.80866400000008, -87.66010599999998 41.808669000000066, -87.66000499999996 41.80475300000006, -87.65998499999995 41.80409800000007, -87.65996399999995 41.803206000000046, -87.65991799999995 41.801382000000046, -87.66234699999995 41.80135000000007, -87.66477599999996 41.80131800000004, -87.66482499999995 41.80314000000004, -87.66486699999996 41.80496400000004, -87.66497299999997 41.80860400000006))"
552,IL,Cook,17031611300,0.9982,0.9965,0.9285,0.4326,2.6,90.0,0.0,0.0,"POLYGON ((-87.66982799999994 41.808557000000064, -87.66739499999994 41.80858200000006, -87.66497299999997 41.80860400000006, -87.66486699999996 41.80496400000004, -87.66482499999995 41.80314000000004, -87.66477599999996 41.80131800000004, -87.66660499999995 41.80130400000007, -87.66964499999995 41.80127600000003, -87.66969199999994 41.803098000000034, -87.66973499999995 41.80491800000004, -87.66978199999994 41.806737000000055, -87.66982799999994 41.808557000000064))"
553,IL,Cook,17031611400,0.9974,0.744,0.9691,0.7514,0.9,95.8,0.0,0.0,"POLYGON ((-87.67468699999995 41.80851000000007, -87.67225499999995 41.808530000000076, -87.66982799999994 41.808557000000064, -87.66978199999994 41.806737000000055, -87.66973499999995 41.80491800000004, -87.66969199999994 41.803098000000034, -87.66964499999995 41.80127600000003, -87.67085999999995 41.801266000000055, -87.67268299999995 41.80124900000004, -87.67450699999995 41.801233000000025, -87.67455299999995 41.80305500000003, -87.67459099999996 41.804666000000054, -87.67459299999996 41.80487100000005, -87.67464099999995 41.80668600000007, -87.67468699999995 41.80851000000007))"
554,IL,Cook,17031611500,0.9987,0.9209,0.9401,0.9156,10.9,83.2,0.3,0.0,"POLYGON ((-87.68442499999998 41.808426000000054, -87.68387399999995 41.80841700000008, -87.67948999999999 41.80845900000003, -87.67711999999995 41.80850300000003, -87.67494499999998 41.80850700000008, -87.67468699999995 41.80851000000007, -87.67464099999995 41.80668600000007, -87.67459299999996 41.80487100000005, -87.67459099999996 41.804666000000054, -87.67455299999995 41.80305500000003, -87.67450699999995 41.801233000000025, -87.67511699999994 41.80122600000004, -87.67964099999995 41.801168000000075, -87.67972599999996 41.80463100000003, -87.68436999999994 41.804632000000026, -87.68437099999994 41.806614000000025, -87.68442499999998 41.808426000000054))"
555,IL,Cook,17031611600,0.9775,0.8425,0.9933,0.4089,55.5,42.5,0.5,0.0,"POLYGON ((-87.67964099999995 41.801168000000075, -87.67511699999994 41.80122600000004, -87.67450699999995 41.801233000000025, -87.67440599999998 41.79758400000003, -87.67438199999998 41.79666300000008, -87.67430099999996 41.793916000000024, -87.67551999999995 41.79390500000005, -87.67673499999995 41.79389000000003, -87.67881499999999 41.79386800000003, -87.67888499999998 41.794786000000045, -87.67958799999997 41.79787700000003, -87.67959199999996 41.79817200000008, -87.67960499999998 41.798857000000055, -87.67964099999995 41.801168000000075))"
556,IL,Cook,17031611700,0.9993,0.4125,0.9959,0.529,31.8,68.2,0.0,0.0,"POLYGON ((-87.67450699999995 41.801233000000025, -87.67268299999995 41.80124900000004, -87.67085999999995 41.801266000000055, -87.66964499999995 41.80127600000003, -87.66954399999997 41.79763400000007, -87.66945799999996 41.79450000000003, -87.66944299999994 41.79396900000006, -87.67187399999995 41.79394300000007, -87.67430099999996 41.793916000000024, -87.67438199999998 41.79666300000008, -87.67440599999998 41.79758400000003, -87.67450699999995 41.801233000000025))"
557,IL,Cook,17031611800,0.9501,0.3926,0.9959,0.1681,63.5,36.0,0.5,0.0,"POLYGON ((-87.66964499999995 41.80127600000003, -87.66660499999995 41.80130400000007, -87.66477599999996 41.80131800000004, -87.66459599999996 41.79449900000003, -87.66458199999994 41.794024000000036, -87.66701599999999 41.79399600000005, -87.66944299999994 41.79396900000006, -87.66945799999996 41.79450000000003, -87.66954399999997 41.79763400000007, -87.66964499999995 41.80127600000003))"
558,IL,Cook,17031611900,0.9752,0.9398,0.9691,0.2528,63.4,34.2,0.0,0.0,"POLYGON ((-87.66477599999996 41.80131800000004, -87.66234699999995 41.80135000000007, -87.65991799999995 41.801382000000046, -87.65505899999994 41.80145200000004, -87.65495799999997 41.79781000000003, -87.65487399999995 41.79417200000006, -87.65730099999996 41.794141000000025, -87.65972899999997 41.79410000000007, -87.66094599999997 41.79408700000005, -87.66215899999997 41.79407000000003, -87.66458199999994 41.794024000000036, -87.66459599999996 41.79449900000003, -87.66477599999996 41.80131800000004))"
559,IL,Cook,17031612000,0.9526,0.4448,0.955,0.6363,89.3,6.1,0.6,0.0,"POLYGON ((-87.65505899999994 41.80145200000004, -87.65384699999998 41.80146600000006, -87.65141499999999 41.80150100000003, -87.65020399999997 41.80151700000005, -87.65015699999998 41.799709000000064, -87.65006499999998 41.79605600000008, -87.65001599999994 41.79424000000006, -87.65123899999998 41.794227000000035, -87.65244899999999 41.79421000000008, -87.65365999999995 41.79419100000007, -87.65487399999995 41.79417200000006, -87.65495799999997 41.79781000000003, -87.65505899999994 41.80145200000004))"
560,IL,Cook,17031612100,0.9726,0.9726,0.9959,0.5753,83.6,16.4,0.0,0.0,"POLYGON ((-87.65020399999997 41.80151700000005, -87.64534499999996 41.80158400000005, -87.64529699999997 41.799769000000026, -87.64520399999998 41.79608900000005, -87.64515999999998 41.79430200000007, -87.64759899999996 41.794279000000074, -87.65001599999994 41.79424000000006, -87.65006499999998 41.79605600000008, -87.65015699999998 41.799709000000064, -87.65020399999997 41.80151700000005))"
561,IL,Cook,17031612200,0.9963,0.95,0.9357,0.2928,26.9,64.4,1.9,0.0,"POLYGON ((-87.66010599999998 41.808669000000066, -87.65767199999999 41.80869900000005, -87.65523999999994 41.80873400000007, -87.65519799999998 41.80691200000007, -87.65034299999996 41.80697200000003, -87.65039699999994 41.80879500000003, -87.64553799999999 41.80886400000003, -87.64544099999995 41.805218000000025, -87.64543199999997 41.804940000000045, -87.64534499999996 41.80158400000005, -87.65020399999997 41.80151700000005, -87.65141499999999 41.80150100000003, -87.65384699999998 41.80146600000006, -87.65505899999994 41.80145200000004, -87.65991799999995 41.801382000000046, -87.65996399999995 41.803206000000046, -87.65998499999995 41.80409800000007, -87.66000499999996 41.80475300000006, -87.66010599999998 41.808669000000066))"
562,IL,Cook,17031620100,0.6746,0.6716,0.9205,0.1771,0.0,86.5,5.1,0.0,"POLYGON ((-87.72337299999998 41.800546000000054, -87.72314999999998 41.80055100000004, -87.71510599999993 41.80404100000004, -87.71376199999997 41.805851000000075, -87.71363499999995 41.804189000000065, -87.71361399999995 41.80068800000004, -87.71349899999996 41.79702400000008, -87.71346699999998 41.79520500000007, -87.71339899999998 41.79336200000006, -87.71825999999999 41.79327600000005, -87.72071099999994 41.79323700000003, -87.72190899999998 41.79322300000007, -87.72315899999995 41.79320400000006, -87.72321299999999 41.795052000000055, -87.72326499999997 41.79684700000007, -87.72336899999999 41.800362000000064, -87.72337299999998 41.800546000000054))"
563,IL,Cook,17031620200,0.7388,0.4743,0.7753,0.2226,0.0,63.3,2.7,0.0,"POLYGON ((-87.73785699999996 41.795292000000074, -87.73549299999996 41.79559900000004, -87.73548599999998 41.79575500000004, -87.73551199999997 41.796755000000076, -87.73367699999994 41.79677400000003, -87.73306199999996 41.79661200000004, -87.73184099999997 41.79687400000006, -87.73062299999998 41.79680700000006, -87.72939299999996 41.79681900000003, -87.72877899999997 41.79682500000007, -87.72816799999998 41.796831000000054, -87.72820799999994 41.79831000000007, -87.72336899999999 41.800362000000064, -87.72326499999997 41.79684700000007, -87.72321299999999 41.795052000000055, -87.72315899999995 41.79320400000006, -87.72377899999998 41.793198000000075, -87.72806199999997 41.793161000000055, -87.72928799999994 41.79315100000008, -87.73051299999997 41.79313700000006, -87.73296399999998 41.793116000000055, -87.73419099999995 41.79311000000007, -87.73798399999998 41.793071000000054, -87.73785699999996 41.795292000000074))"
564,IL,Cook,17031620300,0.8898,0.867,0.8627,0.8132,1.3,79.2,1.5,0.2,"POLYGON ((-87.73798399999998 41.793071000000054, -87.73419099999995 41.79311000000007, -87.73296399999998 41.793116000000055, -87.73051299999997 41.79313700000006, -87.72928799999994 41.79315100000008, -87.72806199999997 41.793161000000055, -87.72377899999998 41.793198000000075, -87.72315899999995 41.79320400000006, -87.72306099999997 41.789577000000065, -87.72296099999994 41.78593700000005, -87.72357799999997 41.78592900000007, -87.72540699999996 41.78591200000005, -87.72785099999999 41.78588600000006, -87.72907499999997 41.78587300000004, -87.73029999999994 41.785862000000066, -87.73396799999995 41.785821000000055, -87.73775599999999 41.78578200000004, -87.73772999999994 41.78762800000004, -87.73786999999999 41.79126700000006, -87.73798399999998 41.793071000000054))"
565,IL,Cook,17031620400,0.8835,0.8715,0.9249,0.3594,0.7,88.7,2.5,0.0,"POLYGON ((-87.72315899999995 41.79320400000006, -87.72190899999998 41.79322300000007, -87.72071099999994 41.79323700000003, -87.71825999999999 41.79327600000005, -87.71339899999998 41.79336200000006, -87.71337699999998 41.792485000000056, -87.71331499999997 41.78974600000004, -87.71323599999994 41.78882200000004, -87.71311999999995 41.78609200000005, -87.71560299999999 41.78605200000004, -87.71805699999999 41.78601400000008, -87.72050699999994 41.78597700000006, -87.72296099999994 41.78593700000005, -87.72306099999997 41.789577000000065, -87.72315899999995 41.79320400000006))"
566,IL,Cook,17031630300,0.921,0.6612,0.9497,0.7049,0.4,94.1,0.9,0.0,"POLYGON ((-87.71363499999995 41.804189000000065, -87.71122199999996 41.80432900000005, -87.70888199999996 41.804313000000036, -87.70460599999996 41.804283000000055, -87.70386499999995 41.804309000000046, -87.70376599999997 41.80082100000004, -87.70365899999996 41.79716700000006, -87.70355399999994 41.79351400000007, -87.70723099999998 41.793461000000036, -87.71339899999998 41.79336200000006, -87.71346699999998 41.79520500000007, -87.71349899999996 41.79702400000008, -87.71361399999995 41.80068800000004, -87.71363499999995 41.804189000000065))"
567,IL,Cook,17031630400,0.9947,0.6262,0.9584,0.5044,1.3,94.6,0.5,0.0,"POLYGON ((-87.70376599999997 41.80082100000004, -87.69888399999996 41.80090400000006, -87.69399999999996 41.80098900000007, -87.69389999999999 41.79733900000008, -87.69379799999996 41.79369100000008, -87.69623999999999 41.79364900000007, -87.69867999999997 41.79360500000007, -87.70355399999994 41.79351400000007, -87.70365899999996 41.79716700000006, -87.70376599999997 41.80082100000004))"
568,IL,Cook,17031630500,0.904,0.7796,0.9734,0.8992,0.3,97.7,0.0,0.0,"POLYGON ((-87.69399999999996 41.80098900000007, -87.69277799999998 41.801008000000024, -87.69155899999998 41.80103100000008, -87.68912099999994 41.80107300000003, -87.68422399999997 41.801146000000074, -87.68417799999997 41.799334000000044, -87.68412899999998 41.797510000000045, -87.68404199999998 41.793877000000066, -87.68583799999999 41.79383800000005, -87.68770399999994 41.79380400000008, -87.68893099999997 41.793783000000076, -87.69136099999997 41.79373600000008, -87.69258099999996 41.79371400000008, -87.69379799999996 41.79369100000008, -87.69389999999999 41.79733900000008, -87.69399999999996 41.80098900000007))"
569,IL,Cook,17031630600,0.9751,0.7544,0.9473,0.472,7.5,85.2,2.5,0.0,"POLYGON ((-87.70386499999995 41.804309000000046, -87.68804299999994 41.804613000000074, -87.68687699999998 41.804613000000074, -87.68436999999994 41.804632000000026, -87.67972599999996 41.80463100000003, -87.67964099999995 41.801168000000075, -87.67960499999998 41.798857000000055, -87.67959199999996 41.79817200000008, -87.67958799999997 41.79787700000003, -87.67888499999998 41.794786000000045, -87.67881499999999 41.79386800000003, -87.68229199999996 41.793828000000076, -87.68347799999998 41.79385300000007, -87.68404199999998 41.793877000000066, -87.68412899999998 41.797510000000045, -87.68417799999997 41.799334000000044, -87.68422399999997 41.801146000000074, -87.68912099999994 41.80107300000003, -87.69155899999998 41.80103100000008, -87.69277799999998 41.801008000000024, -87.69399999999996 41.80098900000007, -87.69888399999996 41.80090400000006, -87.70376599999997 41.80082100000004, -87.70386499999995 41.804309000000046))"
570,IL,Cook,17031630800,0.9745,0.6366,0.9645,0.4577,1.8,95.1,0.2,0.0,"POLYGON ((-87.70355399999994 41.79351400000007, -87.69867999999997 41.79360500000007, -87.69623999999999 41.79364900000007, -87.69379799999996 41.79369100000008, -87.69374699999997 41.79187100000007, -87.69369699999999 41.79004800000007, -87.69364699999994 41.78822900000006, -87.69359499999996 41.786407000000054, -87.69481499999995 41.78638600000005, -87.69725399999999 41.786347000000035, -87.69847099999998 41.78632700000003, -87.69969099999997 41.78630700000008, -87.70091099999996 41.786286000000075, -87.70334899999995 41.78624800000006, -87.70340099999999 41.78806400000008, -87.70345399999997 41.78988400000003, -87.70350499999995 41.79169800000005, -87.70355399999994 41.79351400000007))"
571,IL,Cook,17031630900,0.9053,0.7227,0.9249,0.8669,6.9,83.5,1.5,0.0,"POLYGON ((-87.71339899999998 41.79336200000006, -87.70723099999998 41.793461000000036, -87.70355399999994 41.79351400000007, -87.70350499999995 41.79169800000005, -87.70345399999997 41.78988400000003, -87.70340099999999 41.78806400000008, -87.70334899999995 41.78624800000006, -87.70456799999994 41.78622800000005, -87.70578099999994 41.786208000000045, -87.70822999999996 41.78617200000008, -87.71066799999994 41.78613300000006, -87.71289699999994 41.78609700000004, -87.71311999999995 41.78609200000005, -87.71323599999994 41.78882200000004, -87.71331499999997 41.78974600000004, -87.71337699999998 41.792485000000056, -87.71339899999998 41.79336200000006))"
572,IL,Cook,17031640100,0.7748,0.4086,0.8606,0.4548,2.1,77.6,0.0,0.0,"POLYGON ((-87.74222199999997 41.78334000000007, -87.74141199999997 41.78557900000004, -87.73775599999999 41.78578200000004, -87.73756999999995 41.78213800000003, -87.73739699999999 41.77848700000004, -87.74229299999996 41.778429000000074, -87.74222199999997 41.78334000000007))"
573,IL,Cook,17031640300,0.7686,0.2968,0.7621,0.4649,3.5,59.3,0.0,1.0,"POLYGON ((-87.78153899999995 41.785011000000054, -87.77787899999998 41.785082000000045, -87.77544099999994 41.78513000000004, -87.77421999999996 41.785154000000034, -87.77177999999998 41.78520300000008, -87.77055899999993 41.78522600000008, -87.76571199999995 41.785330000000044, -87.76388699999995 41.785555000000045, -87.76200699999998 41.785019000000034, -87.76194799999996 41.78355600000003, -87.76187299999998 41.78172200000006, -87.76171499999998 41.77805300000006, -87.76416799999998 41.778005000000064, -87.76660899999996 41.77795000000003, -87.76905199999999 41.77790900000008, -87.77149599999996 41.77786200000003, -87.77393699999999 41.77781600000003, -87.77760099999995 41.777746000000036, -87.77882399999999 41.77772200000004, -87.78004399999998 41.77769800000004, -87.78126499999996 41.77767600000004, -87.78133099999997 41.77950700000008, -87.78139799999997 41.78134200000005, -87.78146899999996 41.78317700000008, -87.78149299999995 41.78383100000008, -87.78149499999995 41.783889000000045, -87.78153899999995 41.785011000000054))"
574,IL,Cook,17031640400,0.5812,0.7015,0.6181,0.2031,3.7,35.4,0.0,0.0,"POLYGON ((-87.80121599999995 41.784688000000074, -87.79744199999999 41.78476000000006, -87.79618599999998 41.784778000000074, -87.79373099999998 41.784816000000035, -87.79252399999996 41.784834000000046, -87.79130299999997 41.784853000000055, -87.78764199999995 41.78491100000008, -87.78641999999996 41.784932000000026, -87.78519899999998 41.784951000000035, -87.78153899999995 41.785011000000054, -87.78149499999995 41.783889000000045, -87.78149299999995 41.78383100000008, -87.78146899999996 41.78317700000008, -87.78139799999997 41.78134200000005, -87.78133099999997 41.77950700000008, -87.78126499999996 41.77767600000004, -87.78615199999996 41.77760600000005, -87.78859199999994 41.77756300000004, -87.79101799999995 41.77753000000007, -87.79596799999996 41.77741100000003, -87.80089899999996 41.777292000000045, -87.80101799999994 41.78003200000006, -87.80113399999999 41.78277200000008, -87.80121199999996 41.78460000000007, -87.80121599999995 41.784688000000074))"
575,IL,Cook,17031640500,0.4197,0.2626,0.6652,0.1901,0.7,46.8,1.5,0.0,"POLYGON ((-87.80089899999996 41.777292000000045, -87.79596799999996 41.77741100000003, -87.79101799999995 41.77753000000007, -87.78859199999994 41.77756300000004, -87.78615199999996 41.77760600000005, -87.78126499999996 41.77767600000004, -87.78115799999995 41.77494800000005, -87.78111999999999 41.77401100000003, -87.78355899999997 41.77397800000006, -87.78600299999994 41.773941000000036, -87.79088599999994 41.77386100000007, -87.79827899999998 41.77374200000003, -87.80080599999997 41.77370900000005, -87.80086499999999 41.77580700000004, -87.80101599999995 41.77626500000008, -87.80089899999996 41.777292000000045))"
576,IL,Cook,17031640600,0.8173,0.592,0.7332,0.2508,2.7,54.7,1.5,0.0,"POLYGON ((-87.78126499999996 41.77767600000004, -87.78004399999998 41.77769800000004, -87.77882399999999 41.77772200000004, -87.77760099999995 41.777746000000036, -87.77393699999999 41.77781600000003, -87.77149599999996 41.77786200000003, -87.76905199999999 41.77790900000008, -87.76660899999996 41.77795000000003, -87.76416799999998 41.778005000000064, -87.76171499999998 41.77805300000006, -87.76168799999994 41.77715500000005, -87.76165299999997 41.776242000000025, -87.76158299999997 41.774388000000044, -87.76219799999996 41.77438500000005, -87.76402999999999 41.77435800000006, -87.76646599999998 41.77431000000007, -87.76890799999995 41.77426100000008, -87.77135299999998 41.77420500000005, -87.77379599999995 41.77416000000005, -87.78111999999999 41.77401100000003, -87.78115799999995 41.77494800000005, -87.78126499999996 41.77767600000004))"
577,IL,Cook,17031640700,0.8386,0.7721,0.8024,0.4329,1.6,69.4,0.0,0.0,"POLYGON ((-87.76171499999998 41.77805300000006, -87.75686399999995 41.778148000000044, -87.75321899999994 41.77821800000004, -87.74836499999998 41.778313000000026, -87.74714899999998 41.77833500000003, -87.74229299999996 41.778429000000074, -87.74216499999994 41.77478000000008, -87.74703799999997 41.77466800000008, -87.74889099999996 41.77463300000005, -87.75225799999998 41.77457500000003, -87.75553999999994 41.77451300000007, -87.75673299999994 41.774493000000064, -87.76158299999997 41.774388000000044, -87.76165299999997 41.776242000000025, -87.76168799999994 41.77715500000005, -87.76171499999998 41.77805300000006))"
578,IL,Cook,17031640800,0.5677,0.4808,0.8534,0.0634,2.7,76.3,1.4,0.0,"POLYGON ((-87.74229299999996 41.778429000000074, -87.73739699999999 41.77848700000004, -87.73736099999996 41.77665500000006, -87.73733099999998 41.77485100000007, -87.73722299999997 41.771201000000076, -87.74205499999994 41.77112900000003, -87.74216499999994 41.77478000000008, -87.74229299999996 41.778429000000074))"
579,IL,Cook,17031650100,0.9643,0.6026,0.8702,0.7107,0.5,82.7,0.0,0.0,"POLYGON ((-87.72296099999994 41.78593700000005, -87.72050699999994 41.78597700000006, -87.71805699999999 41.78601400000008, -87.71560299999999 41.78605200000004, -87.71311999999995 41.78609200000005, -87.71289699999994 41.78609700000004, -87.71287499999994 41.783371000000045, -87.71284999999995 41.78246100000007, -87.71277199999997 41.779742000000056, -87.71272599999998 41.77883200000008, -87.71289699999994 41.778831000000025, -87.71785399999999 41.77873500000004, -87.72030799999999 41.77869500000003, -87.72275999999994 41.778658000000064, -87.72286299999996 41.78229600000003, -87.72290199999998 41.78365400000007, -87.72291399999995 41.78411500000004, -87.72296099999994 41.78593700000005))"
580,IL,Cook,17031650200,0.7977,0.7199,0.8692,0.2669,0.0,83.3,0.0,0.0,"POLYGON ((-87.73775599999999 41.78578200000004, -87.73396799999995 41.785821000000055, -87.73029999999994 41.785862000000066, -87.72907499999997 41.78587300000004, -87.72785099999999 41.78588600000006, -87.72540699999996 41.78591200000005, -87.72357799999997 41.78592900000007, -87.72296099999994 41.78593700000005, -87.72291399999995 41.78411500000004, -87.72290199999998 41.78365400000007, -87.72286299999996 41.78229600000003, -87.72275999999994 41.778658000000064, -87.72520399999996 41.77862900000008, -87.72886299999999 41.77858400000008, -87.73374499999994 41.77852900000005, -87.73496599999999 41.778516000000025, -87.73739699999999 41.77848700000004, -87.73756999999995 41.78213800000003, -87.73775599999999 41.78578200000004))"
581,IL,Cook,17031650301,0.8107,0.8092,0.8786,0.57,2.0,81.3,0.6,0.6,"POLYGON ((-87.73739699999999 41.77848700000004, -87.73496599999999 41.778516000000025, -87.73374499999994 41.77852900000005, -87.72886299999999 41.77858400000008, -87.72520399999996 41.77862900000008, -87.72275999999994 41.778658000000064, -87.72274799999997 41.77819000000005, -87.72266699999994 41.77501200000006, -87.72262299999994 41.77319200000005, -87.72257599999995 41.77137400000004, -87.72379199999995 41.77135700000008, -87.72623399999998 41.77133100000003, -87.72988999999995 41.77128700000003, -87.73110299999996 41.77127200000007, -87.73232699999994 41.77126000000004, -87.73354499999994 41.771246000000076, -87.73722299999997 41.771201000000076, -87.73733099999998 41.77485100000007, -87.73736099999996 41.77665500000006, -87.73739699999999 41.77848700000004))"
582,IL,Cook,17031650302,0.8838,0.577,0.9613,0.1002,0.0,96.5,0.0,0.0,"POLYGON ((-87.72275999999994 41.778658000000064, -87.72030799999999 41.77869500000003, -87.71785399999999 41.77873500000004, -87.71289699999994 41.778831000000025, -87.71287099999995 41.777888000000075, -87.71281099999999 41.77516700000007, -87.71272399999998 41.77152200000006, -87.71522299999998 41.771487000000036, -87.71767299999999 41.77145000000007, -87.72257599999995 41.77137400000004, -87.72262299999994 41.77319200000005, -87.72266699999994 41.77501200000006, -87.72274799999997 41.77819000000005, -87.72275999999994 41.778658000000064))"
583,IL,Cook,17031650400,0.9845,0.7478,0.953,0.518,2.4,92.9,0.7,0.0,"POLYGON ((-87.72257599999995 41.77137400000004, -87.71767299999999 41.77145000000007, -87.71522299999998 41.771487000000036, -87.71272399999998 41.77152200000006, -87.71268399999997 41.769701000000055, -87.71265199999993 41.767851000000064, -87.71253999999999 41.764242000000024, -87.71240299999994 41.76059300000003, -87.71232999999995 41.75719200000003, -87.71343099999996 41.75747800000005, -87.71622199999996 41.758886000000075, -87.72226099999995 41.76157100000006, -87.72235499999994 41.76410000000004, -87.72244099999995 41.76592900000003, -87.72246199999995 41.76682400000004, -87.72248499999995 41.76773500000007, -87.72252799999995 41.76955400000003, -87.72257599999995 41.77137400000004))"
584,IL,Cook,17031650500,0.6414,0.662,0.8675,0.6555,11.7,70.6,0.0,0.0,"POLYGON ((-87.74205499999994 41.77112900000003, -87.73722299999997 41.771201000000076, -87.73354499999994 41.771246000000076, -87.73232699999994 41.77126000000004, -87.73110299999996 41.77127200000007, -87.72988999999995 41.77128700000003, -87.72623399999998 41.77133100000003, -87.72379199999995 41.77135700000008, -87.72257599999995 41.77137400000004, -87.72252799999995 41.76955400000003, -87.72248499999995 41.76773500000007, -87.72246199999995 41.76682400000004, -87.72244099999995 41.76592900000003, -87.72235499999994 41.76410000000004, -87.72226099999995 41.76157100000006, -87.72219099999995 41.75683800000007, -87.72218699999996 41.75566200000003, -87.72217599999999 41.75509400000004, -87.72203999999994 41.753374000000065, -87.72687799999994 41.75321000000008, -87.73220599999996 41.75317400000006, -87.74149599999998 41.753292000000044, -87.74159899999995 41.756489000000045, -87.74175799999995 41.76015000000007, -87.74189399999995 41.76410500000003, -87.74189099999995 41.768452000000025, -87.74205499999994 41.77112900000003))"
585,IL,Cook,17031660301,0.9778,0.9418,0.9633,0.6242,31.6,64.9,0.0,0.0,"POLYGON ((-87.70318799999995 41.78079500000007, -87.70075199999997 41.78082600000005, -87.69892599999997 41.78085400000003, -87.69831699999997 41.780864000000065, -87.69466099999994 41.780921000000035, -87.69344499999994 41.780939000000046, -87.69339199999996 41.779116000000045, -87.69461099999995 41.77909900000003, -87.69826599999999 41.779044000000056, -87.69948499999998 41.77902700000004, -87.70313699999997 41.778973000000065, -87.70318799999995 41.78079500000007))"
586,IL,Cook,17031660302,0.9899,0.8564,0.9909,0.2543,23.3,76.0,0.0,0.0,"POLYGON ((-87.70334899999995 41.78624800000006, -87.70091099999996 41.786286000000075, -87.69969099999997 41.78630700000008, -87.69847099999998 41.78632700000003, -87.69725399999999 41.786347000000035, -87.69481499999995 41.78638600000005, -87.69359499999996 41.786407000000054, -87.69354499999997 41.78458400000005, -87.69349699999998 41.78276000000005, -87.69344499999994 41.780939000000046, -87.69466099999994 41.780921000000035, -87.69831699999997 41.780864000000065, -87.69892599999997 41.78085400000003, -87.70075199999997 41.78082600000005, -87.70318799999995 41.78079500000007, -87.70324599999998 41.78260700000004, -87.70334899999995 41.78624800000006))"
587,IL,Cook,17031660400,0.9947,0.7806,0.9505,0.5582,1.6,94.0,0.0,0.0,"POLYGON ((-87.71289699999994 41.78609700000004, -87.71066799999994 41.78613300000006, -87.70822999999996 41.78617200000008, -87.70578099999994 41.786208000000045, -87.70456799999994 41.78622800000005, -87.70334899999995 41.78624800000006, -87.70324599999998 41.78260700000004, -87.70318799999995 41.78079500000007, -87.70313699999997 41.778973000000065, -87.70555899999994 41.77893500000005, -87.70798799999994 41.77889300000004, -87.71272599999998 41.77883200000008, -87.71277199999997 41.779742000000056, -87.71284999999995 41.78246100000007, -87.71287499999994 41.783371000000045, -87.71289699999994 41.78609700000004))"
588,IL,Cook,17031660500,0.9925,0.7347,0.9505,0.4697,5.3,89.6,0.7,0.0,"POLYGON ((-87.71289699999994 41.778831000000025, -87.71272599999998 41.77883200000008, -87.70798799999994 41.77889300000004, -87.70555899999994 41.77893500000005, -87.70313699999997 41.778973000000065, -87.70311599999997 41.77804700000007, -87.70309499999996 41.77714400000008, -87.70305199999996 41.775322000000074, -87.70303099999995 41.77441900000008, -87.70296699999994 41.77167500000007, -87.70780999999994 41.77159900000004, -87.71272399999998 41.77152200000006, -87.71281099999999 41.77516700000007, -87.71287099999995 41.777888000000075, -87.71289699999994 41.778831000000025))"
589,IL,Cook,17031660600,0.9832,0.8983,0.9825,0.7213,38.0,59.9,0.0,0.0,"POLYGON ((-87.70313699999997 41.778973000000065, -87.69948499999998 41.77902700000004, -87.69826599999999 41.779044000000056, -87.69461099999995 41.77909900000003, -87.69339199999996 41.779116000000045, -87.69095899999996 41.779153000000065, -87.68852299999998 41.77918800000003, -87.68730499999998 41.77920500000005, -87.68363899999997 41.779216000000076, -87.68359399999997 41.77741700000007, -87.68354799999997 41.77559900000006, -87.68720899999994 41.775562000000036, -87.68843399999997 41.775547000000074, -87.68964299999999 41.775479000000075, -87.69086299999998 41.775460000000066, -87.69268599999998 41.775434000000075, -87.69329799999997 41.775427000000036, -87.69329899999997 41.77547100000004, -87.69451899999996 41.77545100000003, -87.69573599999995 41.77543200000008, -87.69817099999995 41.77540000000005, -87.69938699999994 41.775382000000036, -87.70305199999996 41.775322000000074, -87.70309499999996 41.77714400000008, -87.70311599999997 41.77804700000007, -87.70313699999997 41.778973000000065))"
