,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
683,IL,Cook,17031770202,0.4171,0.8432,0.31,0.5297,0.3,16.1,0.3,0.3,"POLYGON ((-88.03131699999994 42.00704300000007, -88.03131099999996 42.00743700000004, -88.03130399999998 42.00825400000008, -88.03086999999994 42.00942800000007, -88.03086999999994 42.01097400000003, -88.03086499999995 42.01131900000007, -88.03047699999996 42.01248700000008, -88.03104299999995 42.01728300000008, -88.03131899999994 42.02134600000005, -88.03131499999995 42.02159500000005, -88.03125399999999 42.02504200000004, -88.03107599999998 42.03679600000004, -88.03107299999994 42.036965000000066, -88.03068899999994 42.04294300000004, -88.03034999999994 42.04848700000008, -88.03047099999998 42.05081900000005, -88.03047199999997 42.05571900000007, -88.03047399999997 42.05760900000007, -88.02855999999997 42.05735100000004, -88.02462099999997 42.05687400000005, -88.01607799999994 42.055026000000055, -88.00887699999998 42.05212700000004, -88.00937399999998 42.051233000000025, -88.00951399999997 42.05099400000006, -88.01656699999995 42.03915900000004, -88.01683999999995 42.03797000000003, -88.01483099999996 42.03671600000007, -88.01393499999995 42.03476600000005, -88.01254099999994 42.03461600000003, -88.01103799999999 42.03316200000006, -88.01125699999994 42.03141800000003, -88.01278999999994 42.03012000000007, -88.01213399999995 42.027202000000045, -88.01321499999995 42.02533100000005, -88.00982699999997 42.024388000000044, -88.00837099999995 42.022962000000064, -88.00016799999997 42.01933400000007, -88.00098999999994 42.01223300000004, -88.00100999999995 42.00857400000007, -87.99626299999994 42.00627500000007, -87.99594399999995 42.00534000000005, -87.99489399999999 42.00171700000004, -87.99651099999994 42.00023600000003, -87.99651599999999 41.99830300000008, -87.99606499999999 41.99769900000007, -87.99523299999998 41.996722000000034, -87.99554199999994 41.99455000000006, -87.99569499999996 41.99406000000005, -87.99542499999995 41.99271500000003, -87.99714099999994 41.99269300000003, -87.99717599999997 41.99269300000003, -87.99816599999997 41.992683000000056, -88.00315799999998 41.99262100000004, -88.00361499999997 42.00184400000006, -88.00370299999997 42.003626000000054, -88.00387899999998 42.00363200000004, -88.00919799999997 42.00350600000007, -88.01839599999994 42.00345800000008, -88.02655899999996 42.00340700000004, -88.02696999999995 42.00339900000006, -88.02885199999997 42.003408000000036, -88.03135999999995 42.00333200000006, -88.03131699999994 42.00704300000007))"
684,IL,Cook,17031770300,0.2281,0.5283,0.4564,0.3458,6.1,13.1,6.4,0.0,"POLYGON ((-88.01656699999995 42.03915900000004, -88.00951399999997 42.05099400000006, -88.00937399999998 42.051233000000025, -88.00887699999998 42.05212700000004, -88.00699999999995 42.051274000000035, -87.99571499999996 42.04605200000003, -87.98385399999995 42.04051700000008, -87.98444699999999 42.03719200000006, -87.98607799999996 42.03133200000008, -87.98749799999996 42.02821300000005, -87.98784999999998 42.02720700000003, -87.98828799999995 42.025379000000044, -87.98848899999996 42.022079000000076, -87.99160299999994 42.017723000000046, -87.98999099999997 42.01740500000005, -87.98830399999997 42.01707900000008, -87.98580599999997 42.016594000000055, -87.98153499999995 42.015746000000036, -87.97978299999994 42.01539500000007, -87.97931699999998 42.015300000000025, -87.97554599999995 42.01444600000008, -87.97404499999999 42.014042000000074, -87.96940899999998 42.01234800000003, -87.96653199999997 42.01139900000004, -87.95963999999998 42.01143300000007, -87.95936899999998 41.99413000000004, -87.95923099999999 41.99317000000008, -87.96875499999999 41.99302600000004, -87.97035299999999 41.99300100000005, -87.97063599999996 41.99299700000006, -87.97659399999998 41.99291500000004, -87.97954099999998 41.992872000000034, -87.99338099999994 41.99273100000005, -87.99416199999996 41.99272400000007, -87.99542499999995 41.99271500000003, -87.99569499999996 41.99406000000005, -87.99554199999994 41.99455000000006, -87.99523299999998 41.996722000000034, -87.99606499999999 41.99769900000007, -87.99651599999999 41.99830300000008, -87.99651099999994 42.00023600000003, -87.99489399999999 42.00171700000004, -87.99594399999995 42.00534000000005, -87.99626299999994 42.00627500000007, -88.00100999999995 42.00857400000007, -88.00098999999994 42.01223300000004, -88.00016799999997 42.01933400000007, -88.00837099999995 42.022962000000064, -88.00982699999997 42.024388000000044, -88.01321499999995 42.02533100000005, -88.01213399999995 42.027202000000045, -88.01278999999994 42.03012000000007, -88.01125699999994 42.03141800000003, -88.01103799999999 42.03316200000006, -88.01254099999994 42.03461600000003, -88.01393499999995 42.03476600000005, -88.01483099999996 42.03671600000007, -88.01683999999995 42.03797000000003, -88.01656699999995 42.03915900000004))"
685,IL,Cook,17031770400,0.5357,0.2613,0.579,0.7516,3.0,26.8,7.0,0.0,"POLYGON ((-87.99160299999994 42.017723000000046, -87.98848899999996 42.022079000000076, -87.98828799999995 42.025379000000044, -87.98784999999998 42.02720700000003, -87.98749799999996 42.02821300000005, -87.98607799999996 42.03133200000008, -87.98444699999999 42.03719200000006, -87.98385399999995 42.04051700000008, -87.97894499999995 42.03824300000008, -87.97880399999997 42.038177000000076, -87.97623299999998 42.03688000000005, -87.97153999999995 42.03379700000005, -87.97110799999996 42.033476000000064, -87.97087699999997 42.03330500000004, -87.96983799999998 42.03253200000006, -87.96948699999996 42.03227100000004, -87.96925399999998 42.032519000000036, -87.96914799999996 42.032632000000035, -87.96558099999999 42.02998700000006, -87.96570099999997 42.029873000000066, -87.96596999999997 42.029644000000076, -87.95993499999997 42.02516000000003, -87.95992099999995 42.02435900000006, -87.95990399999994 42.02348400000005, -87.95988299999999 42.022421000000065, -87.95972199999994 42.01537100000007, -87.95971999999995 42.01530100000008, -87.95971399999996 42.01509400000003, -87.95971299999997 42.01502500000004, -87.95963999999998 42.01143300000007, -87.96653199999997 42.01139900000004, -87.96940899999998 42.01234800000003, -87.97404499999999 42.014042000000074, -87.97554599999995 42.01444600000008, -87.97931699999998 42.015300000000025, -87.97978299999994 42.01539500000007, -87.98153499999995 42.015746000000036, -87.98580599999997 42.016594000000055, -87.98830399999997 42.01707900000008, -87.98999099999997 42.01740500000005, -87.99160299999994 42.017723000000046))"
686,IL,Cook,17031770500,0.8739,0.7633,0.8876,0.4722,0.0,86.2,0.0,0.0,"POLYGON ((-87.95993499999997 42.02516000000003, -87.95902699999994 42.02448400000003, -87.95632599999999 42.02248100000003, -87.95432999999997 42.02124400000008, -87.95001799999994 42.019994000000054, -87.94051599999995 42.01806000000005, -87.93230499999999 42.01633400000003, -87.92072299999995 42.01325300000008, -87.92069499999997 42.011528000000055, -87.92061899999999 42.01077500000008, -87.92055999999997 42.00846500000006, -87.92046399999998 42.005629000000056, -87.92050499999993 42.00507700000003, -87.92075399999999 42.00396800000004, -87.92083799999995 42.003945000000044, -87.92151599999994 42.00385300000005, -87.92921899999999 42.004991000000075, -87.92925099999997 42.00499600000006, -87.93307099999998 42.005506000000025, -87.93350599999997 42.00558300000006, -87.93429899999995 42.00569600000006, -87.93528299999997 42.00587100000007, -87.93547299999994 42.00591200000008, -87.93924699999997 42.006902000000025, -87.94024699999994 42.007172000000025, -87.94009699999998 42.00079200000005, -87.94006999999993 41.999730000000056, -87.94003199999997 41.99813100000006, -87.93994599999996 41.99348100000003, -87.94717099999997 41.99338300000005, -87.95289099999997 41.99328000000003, -87.95923099999999 41.99317000000008, -87.95936899999998 41.99413000000004, -87.95963999999998 42.01143300000007, -87.95971299999997 42.01502500000004, -87.95971399999996 42.01509400000003, -87.95971999999995 42.01530100000008, -87.95972199999994 42.01537100000007, -87.95988299999999 42.022421000000065, -87.95990399999994 42.02348400000005, -87.95992099999995 42.02435900000006, -87.95993499999997 42.02516000000003))"
687,IL,Cook,17031770601,0.2147,0.1591,0.4961,0.3763,1.9,6.3,22.5,0.0,"POLYGON ((-87.92100499999998 42.03751200000005, -87.91367199999996 42.03781100000003, -87.90901899999994 42.037990000000036, -87.90901199999996 42.03705000000008, -87.90901799999995 42.03450500000008, -87.90901099999996 42.03068900000005, -87.89920699999999 42.03108400000008, -87.89261599999998 42.03129400000006, -87.89159299999994 42.02772300000004, -87.89056199999999 42.02405200000004, -87.89443199999994 42.02392400000008, -87.90048299999995 42.02371700000003, -87.90901999999994 42.02341400000006, -87.92084199999994 42.022917000000064, -87.92086599999999 42.024902000000054, -87.92092299999996 42.03043500000007, -87.92100499999998 42.03751200000005))"
688,IL,Cook,17031770602,0.8697,0.6093,0.7353,0.9828,1.4,46.7,9.2,0.0,"POLYGON ((-87.92084199999994 42.022917000000064, -87.90901999999994 42.02341400000006, -87.90048299999995 42.02371700000003, -87.89443199999994 42.02392400000008, -87.89442699999995 42.02263400000004, -87.89435499999996 42.01663600000006, -87.89419699999996 42.00936000000007, -87.89278699999994 42.00941000000006, -87.89181599999995 42.009442000000035, -87.88584999999995 42.00962300000003, -87.88478099999998 42.00622500000003, -87.88453099999998 42.00240700000006, -87.88454099999996 41.99895900000007, -87.88867099999999 42.00026800000006, -87.89106199999998 42.001855000000035, -87.89602999999994 42.00183700000008, -87.89912199999998 42.00177000000008, -87.90250699999996 42.00340200000005, -87.90284599999995 42.00352300000003, -87.90330199999994 42.00364900000005, -87.90352299999995 42.00367700000004, -87.90372299999996 42.003724000000034, -87.90790299999998 42.003618000000074, -87.90888699999994 42.00382200000007, -87.91285599999998 42.00473900000003, -87.91526299999998 42.00510200000008, -87.91890999999998 42.00540100000006, -87.92046399999998 42.005629000000056, -87.92055999999997 42.00846500000006, -87.92061899999999 42.01077500000008, -87.92069499999997 42.011528000000055, -87.92072299999995 42.01325300000008, -87.92084199999994 42.022917000000064))"
689,IL,Cook,17031770700,0.4042,0.2146,0.4204,0.3921,0.2,21.0,2.0,0.0,"POLYGON ((-87.88453199999998 41.99513200000007, -87.88449299999996 41.997971000000064, -87.88453099999998 41.99822300000005, -87.87469099999998 41.99569500000007, -87.87426399999998 41.995580000000075, -87.87335199999995 41.99534200000005, -87.86585499999995 41.99568000000005, -87.86177399999997 41.99578900000006, -87.85943699999996 41.995847000000026, -87.85843599999998 41.99449100000004, -87.85970499999996 41.99212200000005, -87.85902099999998 41.99113900000003, -87.85585099999997 41.98905700000006, -87.85572999999994 41.98882000000003, -87.85561699999994 41.98840000000007, -87.85550599999993 41.988128000000074, -87.85551399999997 41.987964000000034, -87.85567499999996 41.98751600000003, -87.85602799999998 41.98679200000004, -87.85672699999998 41.984781000000055, -87.85636899999997 41.98362800000007, -87.85583299999996 41.98119400000007, -87.86193199999997 41.97516100000007, -87.86199599999998 41.973862000000054, -87.86185399999994 41.97335900000007, -87.86227799999995 41.97331100000008, -87.86961699999995 41.973133000000075, -87.87255799999997 41.97306400000008, -87.87722599999995 41.973092000000065, -87.87787399999996 41.97303900000003, -87.87868999999995 41.975790000000075, -87.87911299999996 41.97975500000007, -87.87882399999995 41.985536000000025, -87.87918499999995 41.988105000000076, -87.88051799999994 41.98999700000007, -87.88337999999999 41.99186100000003, -87.88452399999994 41.99374500000005, -87.88453199999998 41.99513200000007))"
690,IL,Cook,17031770800,0.7137,0.3201,0.4373,0.3472,1.1,18.2,6.6,0.0,"POLYGON ((-87.88370299999997 41.95813400000003, -87.88072599999998 41.96047900000008, -87.87727399999994 41.96433900000005, -87.87680199999994 41.965558000000044, -87.87651199999999 41.967824000000064, -87.87787399999996 41.97303900000003, -87.87722599999995 41.973092000000065, -87.87255799999997 41.97306400000008, -87.86961699999995 41.973133000000075, -87.86227799999995 41.97331100000008, -87.86185399999994 41.97335900000007, -87.85877999999997 41.97146200000003, -87.85414999999995 41.971434000000045, -87.85511699999995 41.968102000000044, -87.85484099999996 41.96613800000006, -87.85580799999997 41.96242500000005, -87.85744699999998 41.959583000000066, -87.85826499999996 41.95827000000003, -87.85795399999995 41.95533800000004, -87.84739199999996 41.95575800000006, -87.84765399999998 41.95268600000003, -87.85422199999994 41.95306500000004, -87.86609799999997 41.95483500000006, -87.87104199999999 41.95547800000003, -87.87591999999995 41.95614100000006, -87.87834399999997 41.956466000000034, -87.87973899999997 41.95663300000007, -87.88273499999997 41.95710600000007, -87.88323599999995 41.95723300000003, -87.88429699999995 41.95752600000003, -87.88370299999997 41.95813400000003))"
691,IL,Cook,17031770901,0.526,0.4756,0.3934,0.5298,0.8,9.6,9.8,0.0,"POLYGON ((-87.82674699999995 41.97031500000003, -87.82674599999996 41.97040500000003, -87.82674099999997 41.973141000000055, -87.82673499999999 41.974034000000074, -87.82468599999999 41.974087000000054, -87.82184999999998 41.97416000000004, -87.81942699999996 41.97410400000007, -87.81896399999994 41.97061000000008, -87.81852499999997 41.970619000000056, -87.81840799999998 41.97062200000005, -87.81695299999996 41.970660000000066, -87.81691699999999 41.974289000000056, -87.81200499999994 41.974416000000076, -87.80706699999996 41.97453800000005, -87.80706599999996 41.97368800000004, -87.80710099999999 41.97091400000005, -87.80715599999996 41.968270000000075, -87.80717299999998 41.96728100000007, -87.81206299999997 41.96715900000004, -87.81570299999998 41.96706700000004, -87.81637799999999 41.96705000000003, -87.81698599999999 41.96703400000007, -87.81846999999999 41.96699600000005, -87.81942799999996 41.966972000000055, -87.82161299999996 41.966916000000026, -87.82675599999999 41.96678700000007, -87.82674699999995 41.97031500000003))"
692,IL,Cook,17031770902,0.523,0.5339,0.2641,0.6886,0.0,5.4,5.1,0.0,"POLYGON ((-87.84656299999995 41.969138000000044, -87.84653899999995 41.97193000000004, -87.84653299999997 41.97227000000004, -87.84403599999996 41.972241000000054, -87.84156199999995 41.971917000000076, -87.84159099999994 41.970143000000064, -87.83665799999994 41.97023200000007, -87.83665199999996 41.97132800000003, -87.83796499999994 41.97384200000005, -87.84154999999998 41.97378800000007, -87.84155399999997 41.974695000000054, -87.83662899999996 41.97479000000004, -87.83662699999996 41.97522200000003, -87.83362199999999 41.97500700000006, -87.83341999999999 41.97392000000008, -87.83172799999994 41.97305600000004, -87.82674099999997 41.973141000000055, -87.82674599999996 41.97040500000003, -87.82674699999995 41.97031500000003, -87.82675599999999 41.96678700000007, -87.82746799999995 41.96676800000006, -87.83381299999996 41.96665100000007, -87.83668499999999 41.966597000000036, -87.84279999999995 41.96648400000004, -87.84655999999995 41.96640700000006, -87.84656299999995 41.969138000000044))"
693,IL,Cook,17031800100,0.0417,0.4664,0.1545,0.0198,0.0,2.0,4.2,0.0,"POLYGON ((-87.77164699999997 42.152360000000044, -87.75914205199996 42.15225496900007, -87.75480436199996 42.14629240800008, -87.75016691499997 42.13991780300006, -87.74956288399994 42.13908750500008, -87.74350384699994 42.13075879100006, -87.74168992699998 42.128265388000045, -87.74166199999996 42.12822700000004, -87.74111622299995 42.12749109400005, -87.74093499999998 42.12454900000006, -87.74172899999996 42.12418700000006, -87.74152999999995 42.11932600000006, -87.74445099999997 42.119335000000035, -87.74731199999997 42.12269900000007, -87.74982899999998 42.12568300000004, -87.75374599999998 42.130258000000026, -87.75669099999999 42.13376200000005, -87.75775699999997 42.13503000000003, -87.76131899999996 42.13923900000003, -87.76287299999996 42.14112300000005, -87.76594399999999 42.14475200000004, -87.77231499999994 42.15236200000004, -87.77164699999997 42.152360000000044))"
694,IL,Cook,17031800200,0.0847,0.7688,0.1583,0.1842,3.5,0.8,4.2,0.0,"POLYGON ((-87.79006699999996 42.14109600000006, -87.78992399999998 42.14545400000003, -87.78952199999998 42.15247300000004, -87.77940099999995 42.15240200000005, -87.77757799999995 42.15237600000006, -87.77231499999994 42.15236200000004, -87.76594399999999 42.14475200000004, -87.76287299999996 42.14112300000005, -87.76131899999996 42.13923900000003, -87.75775699999997 42.13503000000003, -87.75669099999999 42.13376200000005, -87.75374599999998 42.130258000000026, -87.74982899999998 42.12568300000004, -87.74731199999997 42.12269900000007, -87.74445099999997 42.119335000000035, -87.74497699999995 42.11943100000008, -87.74514799999997 42.11934000000008, -87.74565099999995 42.119114000000025, -87.74592299999995 42.11944200000005, -87.75129799999996 42.119522000000075, -87.75129599999997 42.11964300000005, -87.75273599999997 42.11952900000006, -87.75616499999995 42.11947200000003, -87.75859199999996 42.11968600000006, -87.76072099999999 42.11976400000003, -87.77037599999994 42.11973700000004, -87.77027399999997 42.12335500000006, -87.77237399999996 42.12332500000008, -87.78036299999997 42.12352700000008, -87.77998499999995 42.13426700000008, -87.77985199999995 42.137871000000075, -87.77998099999996 42.13787200000007, -87.78474399999999 42.137883000000045, -87.78678299999996 42.13789600000007, -87.78972499999998 42.13793300000003, -87.79004999999995 42.13924700000007, -87.79006699999996 42.14109600000006))"
695,IL,Cook,17031800300,0.0535,0.3724,0.1524,0.2162,0.0,2.7,3.7,0.0,"POLYGON ((-87.77037599999994 42.11973700000004, -87.76072099999999 42.11976400000003, -87.75859199999996 42.11968600000006, -87.75616499999995 42.11947200000003, -87.75273599999997 42.11952900000006, -87.75129599999997 42.11964300000005, -87.75129799999996 42.119522000000075, -87.74592299999995 42.11944200000005, -87.74565099999995 42.119114000000025, -87.74514799999997 42.11934000000008, -87.74497699999995 42.11943100000008, -87.74445099999997 42.119335000000035, -87.74062899999996 42.11472900000007, -87.73906499999998 42.11289800000003, -87.73525799999999 42.10836000000006, -87.73678999999998 42.10826300000008, -87.75145999999995 42.10845200000006, -87.75147299999998 42.10481600000003, -87.75636199999997 42.10482700000006, -87.76115399999998 42.105184000000065, -87.76104099999998 42.10863400000005, -87.76169299999998 42.10851300000007, -87.76596199999994 42.108727000000044, -87.77070899999995 42.10863200000006, -87.77037599999994 42.11973700000004))"
